# this is a map:
# type, action, material, direction = file, sequence index, start, duration
# See 

*,*,*,*=10, 0, 0, 1
BEARER, NO_ACTION, SULFUR, WEST       = 10, 59, 12, 1
BEARER, NO_ACTION, SULFUR, NORTH_WEST = 10, 59, 24, 1
BEARER, NO_ACTION, SULFUR, NORTH_EAST = 10, 59, 36, 1
BEARER, NO_ACTION, SULFUR, EAST       = 10, 59, 48, 1
BEARER, NO_ACTION, SULFUR, SOUTH_EAST = 10, 59, 60, 1



BEARER, RAISE_UP, *, SOUTH_WEST = 10, 48, 5, 4
BEARER, RAISE_UP, *, WEST       = 10, 49, 5, 4
BEARER, RAISE_UP, *, NORTH_WEST = 10, 50, 5, 4
BEARER, RAISE_UP, *, NORTH_EAST = 10, 51, 5, 4
BEARER, RAISE_UP, *, EAST       = 10, 52, 5, 4
BEARER, RAISE_UP, *, SOUTH_EAST = 10, 53, 5, 4

# animation is available if the bears something in his hands (in the front)
# throw with a sweep to the right of the settler
BEARER, ACTION1, *, SOUTH_WEST = 10, 48, 9, 9
BEARER, ACTION1, *, WEST       = 10, 49, 9, 9
BEARER, ACTION1, *, NORTH_WEST = 10, 50, 9, 9
BEARER, ACTION1, *, NORTH_EAST = 10, 51, 9, 9
BEARER, ACTION1, *, EAST       = 10, 52, 9, 9
BEARER, ACTION1, *, SOUTH_EAST = 10, 53, 9, 9

BEARER, BEND_DOWN, *, SOUTH_WEST = 10, 25,  0, 4
BEARER, BEND_DOWN, *, WEST       = 10, 25,  4, 4
BEARER, BEND_DOWN, *, NORTH_WEST = 10, 25,  8, 4
BEARER, BEND_DOWN, *, NORTH_EAST = 10, 25, 12, 4
BEARER, BEND_DOWN, *, EAST       = 10, 25, 16, 4
BEARER, BEND_DOWN, *, SOUTH_EAST = 10, 25, 20, 4

BEARER, BEND_DOWN, PLANK, SOUTH_WEST = 10, 26,  0, 4
BEARER, BEND_DOWN, PLANK, WEST       = 10, 26,  4, 4
BEARER, BEND_DOWN, PLANK, NORTH_WEST = 10, 26,  8, 4
BEARER, BEND_DOWN, PLANK, NORTH_EAST = 10, 26, 12, 4
BEARER, BEND_DOWN, PLANK, EAST       = 10, 26, 16, 4
BEARER, BEND_DOWN, PLANK, SOUTH_EAST = 10, 26, 20, 4
BEARER, BEND_DOWN, TRUNK, SOUTH_WEST = 10, 27,  0, 4
BEARER, BEND_DOWN, TRUNK, WEST       = 10, 27,  4, 4
BEARER, BEND_DOWN, TRUNK, NORTH_WEST = 10, 27,  8, 4
BEARER, BEND_DOWN, TRUNK, NORTH_EAST = 10, 27, 12, 4
BEARER, BEND_DOWN, TRUNK, EAST       = 10, 27, 16, 4
BEARER, BEND_DOWN, TRUNK, SOUTH_EAST = 10, 27, 20, 4
BEARER, BEND_DOWN, STONE, SOUTH_WEST = 10, 28,  0, 4
BEARER, BEND_DOWN, STONE, WEST       = 10, 28,  4, 4
BEARER, BEND_DOWN, STONE, NORTH_WEST = 10, 28,  8, 4
BEARER, BEND_DOWN, STONE, NORTH_EAST = 10, 28, 12, 4
BEARER, BEND_DOWN, STONE, EAST       = 10, 28, 16, 4
BEARER, BEND_DOWN, STONE, SOUTH_EAST = 10, 28, 20, 4
BEARER, BEND_DOWN, MEAT, SOUTH_WEST = 10, 29,  0, 4
BEARER, BEND_DOWN, MEAT, WEST       = 10, 29,  4, 4
BEARER, BEND_DOWN, MEAT, NORTH_WEST = 10, 29,  8, 4
BEARER, BEND_DOWN, MEAT, NORTH_EAST = 10, 29, 12, 4
BEARER, BEND_DOWN, MEAT, EAST       = 10, 29, 16, 4
BEARER, BEND_DOWN, MEAT, SOUTH_EAST = 10, 29, 20, 4
BEARER, BEND_DOWN, PIG, SOUTH_WEST = 10, 30,  0, 4
BEARER, BEND_DOWN, PIG, WEST       = 10, 30,  4, 4
BEARER, BEND_DOWN, PIG, NORTH_WEST = 10, 30,  8, 4
BEARER, BEND_DOWN, PIG, NORTH_EAST = 10, 30, 12, 4
BEARER, BEND_DOWN, PIG, EAST       = 10, 30, 16, 4
BEARER, BEND_DOWN, PIG, SOUTH_EAST = 10, 30, 20, 4
BEARER, BEND_DOWN, FLOUR, SOUTH_WEST = 10, 31,  0, 4
BEARER, BEND_DOWN, FLOUR, WEST       = 10, 31,  4, 4
BEARER, BEND_DOWN, FLOUR, NORTH_WEST = 10, 31,  8, 4
BEARER, BEND_DOWN, FLOUR, NORTH_EAST = 10, 31, 12, 4
BEARER, BEND_DOWN, FLOUR, EAST       = 10, 31, 16, 4
BEARER, BEND_DOWN, FLOUR, SOUTH_EAST = 10, 31, 20, 4

# SOUTH_WEST animation only
BEARER, BEND_DOWN, COAL, *    = 10, 32, 0, 9
BEARER, BEND_DOWN, GOLDORE, * = 10, 33, 0, 9
BEARER, BEND_DOWN, IRONORE, * = 10, 34, 0, 9

### TODO: HOMELESS randomizer
# IDLE animation for bearer when not enough housing (some animation's can be activated randomly for more beauty)
# removes his hands behind his back (activation HOMELESS animation)
#BEARER, HOMELESS1, NO_MATERIAL, SOUTH_WEST = 10, 36, 0, 7
#BEARER, HOMELESS1, NO_MATERIAL, WEST       = 10, 37, 0, 7
#BEARER, HOMELESS1, NO_MATERIAL, NORTH_WEST = 10, 38, 0, 7
#BEARER, HOMELESS1, NO_MATERIAL, NORTH_EAST = 10, 39, 0, 7
#BEARER, HOMELESS1, NO_MATERIAL, EAST       = 10, 40, 0, 7
#BEARER, HOMELESS1, NO_MATERIAL, SOUTH_EAST = 10, 41, 0, 7
# hands behind his back IDLE state (only in HOMELESS animation, HOMELESS animation still active)
#BEARER, HOMELESS_IDLE, NO_MATERIAL, SOUTH_WEST = 10, 36, 7, 1
#BEARER, HOMELESS_IDLE, NO_MATERIAL, WEST       = 10, 37, 7, 1
#BEARER, HOMELESS_IDLE, NO_MATERIAL, NORTH_WEST = 10, 38, 7, 1
#BEARER, HOMELESS_IDLE, NO_MATERIAL, NORTH_EAST = 10, 39, 7, 1
#BEARER, HOMELESS_IDLE, NO_MATERIAL, EAST       = 10, 40, 7, 1
#BEARER, HOMELESS_IDLE, NO_MATERIAL, SOUTH_EAST = 10, 41, 7, 1
# shakes his head, sighing (only in HOMELESS animation, HOMELESS animation still active)
# after complating HOMELESS2 animation goto HOMELESS3 or stay in HOMELESS_IDLE state
#BEARER, HOMELESS2, NO_MATERIAL, SOUTH_WEST = 10, 36, 7, 14
#BEARER, HOMELESS2, NO_MATERIAL, WEST       = 10, 37, 7, 14
#BEARER, HOMELESS2, NO_MATERIAL, NORTH_WEST = 10, 38, 7, 14
#BEARER, HOMELESS2, NO_MATERIAL, NORTH_EAST = 10, 39, 7, 14
#BEARER, HOMELESS2, NO_MATERIAL, EAST       = 10, 40, 7, 14
#BEARER, HOMELESS2, NO_MATERIAL, SOUTH_EAST = 10, 41, 7, 14
# kicks a pebbles on the ground (only in HOMELESS animation, HOMELESS animation still active)
# after complating HOMELESS3 animation goto HOMELESS4 or stay in HOMELESS_IDLE state
#BEARER, HOMELESS3, NO_MATERIAL, SOUTH_WEST = 10, 42, 0, 10
#BEARER, HOMELESS3, NO_MATERIAL, WEST       = 10, 43, 0, 10
#BEARER, HOMELESS3, NO_MATERIAL, NORTH_WEST = 10, 44, 0, 10
#BEARER, HOMELESS3, NO_MATERIAL, NORTH_EAST = 10, 45, 0, 10
#BEARER, HOMELESS3, NO_MATERIAL, EAST       = 10, 46, 0, 10
#BEARER, HOMELESS3, NO_MATERIAL, SOUTH_EAST = 10, 47, 0, 10
# returns hands back (only in HOMELESS animation, completion HOMELESS animation)
#BEARER, HOMELESS4, NO_MATERIAL, SOUTH_WEST = 10, 42, 10, 5
#BEARER, HOMELESS4, NO_MATERIAL, WEST       = 10, 43, 10, 5
#BEARER, HOMELESS4, NO_MATERIAL, NORTH_WEST = 10, 44, 10, 5
#BEARER, HOMELESS4, NO_MATERIAL, NORTH_EAST = 10, 45, 10, 5
#BEARER, HOMELESS4, NO_MATERIAL, EAST       = 10, 46, 10, 5
#BEARER, HOMELESS4, NO_MATERIAL, SOUTH_EAST = 10, 47, 10, 5
###
# BEARER movables end
###



###
# DIGGER movables start
###
DIGGER, WALKING, *, SOUTH_WEST = 11, 13,  0, 12
DIGGER, WALKING, *, WEST       = 11, 13, 12, 12
DIGGER, WALKING, *, NORTH_WEST = 11, 13, 24, 12
DIGGER, WALKING, *, NORTH_EAST = 11, 13, 36, 12
DIGGER, WALKING, *, EAST       = 11, 13, 48, 12
DIGGER, WALKING, *, SOUTH_EAST = 11, 13, 60, 12
DIGGER, NO_ACTION, *, SOUTH_WEST = 11, 13,  0, 1
DIGGER, NO_ACTION, *, WEST       = 11, 13, 12, 1
DIGGER, NO_ACTION, *, NORTH_WEST = 11, 13, 24, 1
DIGGER, NO_ACTION, *, NORTH_EAST = 11, 13, 36, 1
DIGGER, NO_ACTION, *, EAST       = 11, 13, 48, 1
DIGGER, NO_ACTION, *, SOUTH_EAST = 11, 13, 60, 1

DIGGER, ACTION1, *, SOUTH_WEST = 11, 206,  0, 12
DIGGER, ACTION1, *, WEST       = 11, 207,  0, 12
DIGGER, ACTION1, *, NORTH_WEST = 11, 208,  0, 12
DIGGER, ACTION1, *, NORTH_EAST = 11, 209,  0, 12
DIGGER, ACTION1, *, EAST       = 11, 210,  0, 12
DIGGER, ACTION1, *, SOUTH_EAST = 11, 211,  0, 12
###
# DIGGER movables end
###



###
# SAWMILLER movables start
###
SAWMILLER, WALKING, PLANK, SOUTH_WEST = 11, 14,  0, 12
SAWMILLER, WALKING, PLANK, WEST       = 11, 14, 12, 12
SAWMILLER, WALKING, PLANK, NORTH_WEST = 11, 14, 24, 12
SAWMILLER, WALKING, PLANK, NORTH_EAST = 11, 14, 36, 12
SAWMILLER, WALKING, PLANK, EAST       = 11, 14, 48, 12
SAWMILLER, WALKING, PLANK, SOUTH_EAST = 11, 14, 60, 12
SAWMILLER, NO_ACTION, PLANK, SOUTH_WEST = 11, 14,  0, 1
SAWMILLER, NO_ACTION, PLANK, WEST       = 11, 14, 12, 1
SAWMILLER, NO_ACTION, PLANK, NORTH_WEST = 11, 14, 24, 1
SAWMILLER, NO_ACTION, PLANK, NORTH_EAST = 11, 14, 36, 1
SAWMILLER, NO_ACTION, PLANK, EAST       = 11, 14, 48, 1
SAWMILLER, NO_ACTION, PLANK, SOUTH_EAST = 11, 14, 60, 1

SAWMILLER, BEND_DOWN, PLANK, SOUTH_WEST = 11, 15,  0, 4
SAWMILLER, BEND_DOWN, PLANK, WEST       = 11, 15,  4, 4
SAWMILLER, BEND_DOWN, PLANK, NORTH_WEST = 11, 15,  8, 4
SAWMILLER, BEND_DOWN, PLANK, NORTH_EAST = 11, 15, 12, 4
SAWMILLER, BEND_DOWN, PLANK, EAST       = 11, 15, 16, 4
SAWMILLER, BEND_DOWN, PLANK, SOUTH_EAST = 11, 15, 20, 4

SAWMILLER, WALKING, TRUNK, SOUTH_WEST = 11, 16,  0, 12
SAWMILLER, WALKING, TRUNK, WEST       = 11, 16, 12, 12
SAWMILLER, WALKING, TRUNK, NORTH_WEST = 11, 16, 24, 12
SAWMILLER, WALKING, TRUNK, NORTH_EAST = 11, 16, 36, 12
SAWMILLER, WALKING, TRUNK, EAST       = 11, 16, 48, 12
SAWMILLER, WALKING, TRUNK, SOUTH_EAST = 11, 16, 60, 12
SAWMILLER, NO_ACTION, TRUNK, SOUTH_WEST = 11, 16,  0, 1
SAWMILLER, NO_ACTION, TRUNK, WEST       = 11, 16, 12, 1
SAWMILLER, NO_ACTION, TRUNK, NORTH_WEST = 11, 16, 24, 1
SAWMILLER, NO_ACTION, TRUNK, NORTH_EAST = 11, 16, 36, 1
SAWMILLER, NO_ACTION, TRUNK, EAST       = 11, 16, 48, 1
SAWMILLER, NO_ACTION, TRUNK, SOUTH_EAST = 11, 16, 60, 1

SAWMILLER, BEND_DOWN, TRUNK, SOUTH_WEST = 11, 17,  0, 4
SAWMILLER, BEND_DOWN, TRUNK, WEST       = 11, 17,  4, 4
SAWMILLER, BEND_DOWN, TRUNK, NORTH_WEST = 11, 17,  8, 4
SAWMILLER, BEND_DOWN, TRUNK, NORTH_EAST = 11, 17, 12, 4
SAWMILLER, BEND_DOWN, TRUNK, EAST       = 11, 17, 16, 4
SAWMILLER, BEND_DOWN, TRUNK, SOUTH_EAST = 11, 17, 20, 4

SAWMILLER, BEND_DOWN, *, SOUTH_WEST = 11, 18,  0, 4
SAWMILLER, BEND_DOWN, *, WEST       = 11, 18,  4, 4
SAWMILLER, BEND_DOWN, *, NORTH_WEST = 11, 18,  8, 4
SAWMILLER, BEND_DOWN, *, NORTH_EAST = 11, 18, 12, 4
SAWMILLER, BEND_DOWN, *, EAST       = 11, 18, 16, 4
SAWMILLER, BEND_DOWN, *, SOUTH_EAST = 11, 18, 20, 4

SAWMILLER, RAISE_UP, *, SOUTH_WEST = 11, 18,  3, -4
SAWMILLER, RAISE_UP, *, WEST       = 11, 18,  7, -4
SAWMILLER, RAISE_UP, *, NORTH_WEST = 11, 18, 11, -4
SAWMILLER, RAISE_UP, *, NORTH_EAST = 11, 18, 15, -4
SAWMILLER, RAISE_UP, *, EAST       = 11, 18, 19, -4
SAWMILLER, RAISE_UP, *, SOUTH_EAST = 11, 18, 23, -4

SAWMILLER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 19,  0, 12
SAWMILLER, WALKING, NO_MATERIAL, WEST       = 11, 19, 12, 12
SAWMILLER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 19, 24, 12
SAWMILLER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 19, 36, 12
SAWMILLER, WALKING, NO_MATERIAL, EAST       = 11, 19, 48, 12
SAWMILLER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 19, 60, 12
SAWMILLER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 19,  0, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, WEST       = 11, 19, 12, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 19, 24, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 19, 36, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, EAST       = 11, 19, 48, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 19, 60, 1

SAWMILLER, ACTION1, *, * = 11, 20, 0, 10
###
# SAWMILLER movables end
###



###
# DOCKWORKER movables start
###
DOCKWORKER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 21,  0, 12
DOCKWORKER, WALKING, NO_MATERIAL, WEST       = 11, 21, 12, 12
DOCKWORKER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 21, 24, 12
DOCKWORKER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 21, 36, 12
DOCKWORKER, WALKING, NO_MATERIAL, EAST       = 11, 21, 48, 12
DOCKWORKER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 21, 60, 12
DOCKWORKER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 21,  0, 1
DOCKWORKER, NO_ACTION, NO_MATERIAL, WEST       = 11, 21, 12, 1
DOCKWORKER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 21, 24, 1
DOCKWORKER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 21, 36, 1
DOCKWORKER, NO_ACTION, NO_MATERIAL, EAST       = 11, 21, 48, 1
DOCKWORKER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 21, 60, 1

DOCKWORKER, ACTION1, *, SOUTH_WEST = 11, 22,  0, 12
DOCKWORKER, ACTION1, *, WEST       = 11, 22, 12, 12
DOCKWORKER, ACTION1, *, NORTH_WEST = 11, 22, 24, 12
DOCKWORKER, ACTION1, *, NORTH_EAST = 11, 22, 36, 12
DOCKWORKER, ACTION1, *, EAST       = 11, 22, 48, 12
DOCKWORKER, ACTION1, *, SOUTH_EAST = 11, 22, 60, 12

DOCKWORKER, WALKING, PLANK, SOUTH_WEST = 11, 23,  0, 12
DOCKWORKER, WALKING, PLANK, WEST       = 11, 23, 12, 12
DOCKWORKER, WALKING, PLANK, NORTH_WEST = 11, 23, 24, 12
DOCKWORKER, WALKING, PLANK, NORTH_EAST = 11, 23, 36, 12
DOCKWORKER, WALKING, PLANK, EAST       = 11, 23, 48, 12
DOCKWORKER, WALKING, PLANK, SOUTH_EAST = 11, 23, 60, 12
DOCKWORKER, NO_ACTION, PLANK, SOUTH_WEST = 11, 23,  0, 1
DOCKWORKER, NO_ACTION, PLANK, WEST       = 11, 23, 12, 1
DOCKWORKER, NO_ACTION, PLANK, NORTH_WEST = 11, 23, 24, 1
DOCKWORKER, NO_ACTION, PLANK, NORTH_EAST = 11, 23, 36, 1
DOCKWORKER, NO_ACTION, PLANK, EAST       = 11, 23, 48, 1
DOCKWORKER, NO_ACTION, PLANK, SOUTH_EAST = 11, 23, 60, 1

DOCKWORKER, BEND_DOWN, NO_MATERIAL, SOUTH_WEST = 11, 212,  0, 4
DOCKWORKER, BEND_DOWN, NO_MATERIAL, WEST       = 11, 213,  0, 4
DOCKWORKER, BEND_DOWN, NO_MATERIAL, NORTH_WEST = 11, 214,  0, 4
DOCKWORKER, BEND_DOWN, NO_MATERIAL, NORTH_EAST = 11, 215,  0, 4
DOCKWORKER, BEND_DOWN, NO_MATERIAL, EAST       = 11, 216,  0, 4
DOCKWORKER, BEND_DOWN, NO_MATERIAL, SOUTH_EAST = 11, 217,  0, 4

DOCKWORKER, RAISE_UP, PLANK, SOUTH_WEST = 11, 212,  4, 4
DOCKWORKER, RAISE_UP, PLANK, WEST       = 11, 213,  4, 4
DOCKWORKER, RAISE_UP, PLANK, NORTH_WEST = 11, 214,  4, 4
DOCKWORKER, RAISE_UP, PLANK, NORTH_EAST = 11, 215,  4, 4
DOCKWORKER, RAISE_UP, PLANK, EAST       = 11, 216,  4, 4
DOCKWORKER, RAISE_UP, PLANK, SOUTH_EAST = 11, 217,  4, 4

# this 218-223 1x1 copy of 22, checked on the gold edition ver. 1.60
#DOCKWORKER, ACTION1, *, SOUTH_WEST = 11, 218,  0, 12
#DOCKWORKER, ACTION1, *, WEST       = 11, 219,  0, 12
#DOCKWORKER, ACTION1, *, NORTH_WEST = 11, 220,  0, 12
#DOCKWORKER, ACTION1, *, NORTH_EAST = 11, 221,  0, 12
#DOCKWORKER, ACTION1, *, EAST       = 11, 222,  0, 12
#DOCKWORKER, ACTION1, *, SOUTH_EAST = 11, 223,  0, 12

DOCKWORKER, RAISE_UP, IRON, SOUTH_WEST = 11, 224,  4, 4
DOCKWORKER, RAISE_UP, IRON, WEST       = 11, 225,  4, 4
DOCKWORKER, RAISE_UP, IRON, NORTH_WEST = 11, 226,  4, 4
DOCKWORKER, RAISE_UP, IRON, NORTH_EAST = 11, 227,  4, 4
DOCKWORKER, RAISE_UP, IRON, EAST       = 11, 228,  4, 4
DOCKWORKER, RAISE_UP, IRON, SOUTH_EAST = 11, 229,  4, 4

DOCKWORKER, WALKING, IRON, SOUTH_WEST = 11, 230,  0, 12
DOCKWORKER, WALKING, IRON, WEST       = 11, 230, 12, 12
DOCKWORKER, WALKING, IRON, NORTH_WEST = 11, 230, 24, 12
DOCKWORKER, WALKING, IRON, NORTH_EAST = 11, 230, 36, 12
DOCKWORKER, WALKING, IRON, EAST       = 11, 230, 48, 12
DOCKWORKER, WALKING, IRON, SOUTH_EAST = 11, 230, 60, 12
DOCKWORKER, NO_ACTION, IRON, SOUTH_WEST = 11, 230,  0, 1
DOCKWORKER, NO_ACTION, IRON, WEST       = 11, 230, 12, 1
DOCKWORKER, NO_ACTION, IRON, NORTH_WEST = 11, 230, 24, 1
DOCKWORKER, NO_ACTION, IRON, NORTH_EAST = 11, 230, 36, 1
DOCKWORKER, NO_ACTION, IRON, EAST       = 11, 230, 48, 1
DOCKWORKER, NO_ACTION, IRON, SOUTH_EAST = 11, 230, 60, 1
###
# DOCKWORKER movables end
###



###
# BRICKLAYER movables start
###
BRICKLAYER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 21,  0, 12
BRICKLAYER, WALKING, NO_MATERIAL, WEST       = 11, 21, 12, 12
BRICKLAYER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 21, 24, 12
BRICKLAYER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 21, 36, 12
BRICKLAYER, WALKING, NO_MATERIAL, EAST       = 11, 21, 48, 12
BRICKLAYER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 21, 60, 12
BRICKLAYER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 21,  0, 1
BRICKLAYER, NO_ACTION, NO_MATERIAL, WEST       = 11, 21, 12, 1
BRICKLAYER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 21, 24, 1
BRICKLAYER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 21, 36, 1
BRICKLAYER, NO_ACTION, NO_MATERIAL, EAST       = 11, 21, 48, 1
BRICKLAYER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 21, 60, 1

BRICKLAYER, ACTION1, *, SOUTH_WEST = 11, 22,  0, 12
BRICKLAYER, ACTION1, *, WEST       = 11, 22, 12, 12
BRICKLAYER, ACTION1, *, NORTH_WEST = 11, 22, 24, 12
BRICKLAYER, ACTION1, *, NORTH_EAST = 11, 22, 36, 12
BRICKLAYER, ACTION1, *, EAST       = 11, 22, 48, 12
BRICKLAYER, ACTION1, *, SOUTH_EAST = 11, 22, 60, 12

# this 218-223 1x1 copy of 22, checked on the gold edition ver. 1.60
#BRICKLAYER, ACTION1, *, SOUTH_WEST = 11, 218,  0, 12
#BRICKLAYER, ACTION1, *, WEST       = 11, 219,  0, 12
#BRICKLAYER, ACTION1, *, NORTH_WEST = 11, 220,  0, 12
#BRICKLAYER, ACTION1, *, NORTH_EAST = 11, 221,  0, 12
#BRICKLAYER, ACTION1, *, EAST       = 11, 222,  0, 12
#BRICKLAYER, ACTION1, *, SOUTH_EAST = 11, 223,  0, 12
###
# BRICKLAYER movables end
###



###
# STONECUTTER movables start
###
STONECUTTER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 24,  0, 12
STONECUTTER, WALKING, NO_MATERIAL, WEST       = 11, 24, 12, 12
STONECUTTER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 24, 24, 12
STONECUTTER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 24, 36, 12
STONECUTTER, WALKING, NO_MATERIAL, EAST       = 11, 24, 48, 12
STONECUTTER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 24, 60, 12
STONECUTTER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 24,  0, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, WEST       = 11, 24, 12, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 24, 24, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 24, 36, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, EAST       = 11, 24, 48, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 24, 60, 1

STONECUTTER, ACTION1, *, SOUTH_WEST = 11, 25,  0, 12
STONECUTTER, ACTION1, *, WEST       = 11, 25, 12, 12
STONECUTTER, ACTION1, *, NORTH_WEST = 11, 25, 24, 12
STONECUTTER, ACTION1, *, NORTH_EAST = 11, 25, 36, 12
STONECUTTER, ACTION1, *, EAST       = 11, 25, 48, 12
STONECUTTER, ACTION1, *, SOUTH_EAST = 11, 25, 60, 12

STONECUTTER, WALKING, STONE, SOUTH_WEST = 11, 26,  0, 12
STONECUTTER, WALKING, STONE, WEST       = 11, 26, 12, 12
STONECUTTER, WALKING, STONE, NORTH_WEST = 11, 26, 24, 12
STONECUTTER, WALKING, STONE, NORTH_EAST = 11, 26, 36, 12
STONECUTTER, WALKING, STONE, EAST       = 11, 26, 48, 12
STONECUTTER, WALKING, STONE, SOUTH_EAST = 11, 26, 60, 12
STONECUTTER, NO_ACTION, STONE, SOUTH_WEST = 11, 26,  0, 1
STONECUTTER, NO_ACTION, STONE, WEST       = 11, 26, 12, 1
STONECUTTER, NO_ACTION, STONE, NORTH_WEST = 11, 26, 24, 1
STONECUTTER, NO_ACTION, STONE, NORTH_EAST = 11, 26, 36, 1
STONECUTTER, NO_ACTION, STONE, EAST       = 11, 26, 48, 1
STONECUTTER, NO_ACTION, STONE, SOUTH_EAST = 11, 26, 60, 1

STONECUTTER, BEND_DOWN, STONE, SOUTH_WEST = 11, 27,  0, 4
STONECUTTER, BEND_DOWN, STONE, WEST       = 11, 27,  4, 4
STONECUTTER, BEND_DOWN, STONE, NORTH_WEST = 11, 27,  8, 4
STONECUTTER, BEND_DOWN, STONE, NORTH_EAST = 11, 27, 12, 4
STONECUTTER, BEND_DOWN, STONE, EAST       = 11, 27, 16, 4
STONECUTTER, BEND_DOWN, STONE, SOUTH_EAST = 11, 27, 20, 4

STONECUTTER, RAISE_UP, *, SOUTH_WEST = 11, 28,  3, -4
STONECUTTER, RAISE_UP, *, WEST       = 11, 28,  7, -4
STONECUTTER, RAISE_UP, *, NORTH_WEST = 11, 28, 11, -4
STONECUTTER, RAISE_UP, *, NORTH_EAST = 11, 28, 15, -4
STONECUTTER, RAISE_UP, *, EAST       = 11, 28, 19, -4
STONECUTTER, RAISE_UP, *, SOUTH_EAST = 11, 28, 23, -4

STONECUTTER, BEND_DOWN, *, SOUTH_WEST = 11, 28,  0, 4
STONECUTTER, BEND_DOWN, *, WEST       = 11, 28,  4, 4
STONECUTTER, BEND_DOWN, *, NORTH_WEST = 11, 28,  8, 4
STONECUTTER, BEND_DOWN, *, NORTH_EAST = 11, 28, 12, 4
STONECUTTER, BEND_DOWN, *, EAST       = 11, 28, 16, 4
STONECUTTER, BEND_DOWN, *, SOUTH_EAST = 11, 28, 20, 4

STONECUTTER, RAISE_UP, STONE, SOUTH_WEST = 11, 27,  3, -4
STONECUTTER, RAISE_UP, STONE, WEST       = 11, 27,  7, -4
STONECUTTER, RAISE_UP, STONE, NORTH_WEST = 11, 27, 11, -4
STONECUTTER, RAISE_UP, STONE, NORTH_EAST = 11, 27, 15, -4
STONECUTTER, RAISE_UP, STONE, EAST       = 11, 27, 19, -4
STONECUTTER, RAISE_UP, STONE, SOUTH_EAST = 11, 27, 23, -4
###
# STONECUTTER movables end
###



###
# LUMBERJACK movables start
###
LUMBERJACK, WALKING, *, SOUTH_WEST = 11, 29,  0, 12
LUMBERJACK, WALKING, *, WEST       = 11, 29, 12, 12
LUMBERJACK, WALKING, *, NORTH_WEST = 11, 29, 24, 12
LUMBERJACK, WALKING, *, NORTH_EAST = 11, 29, 36, 12
LUMBERJACK, WALKING, *, EAST       = 11, 29, 48, 12
LUMBERJACK, WALKING, *, SOUTH_EAST = 11, 29, 60, 12
LUMBERJACK, NO_ACTION, *, SOUTH_WEST = 11, 29,  0, 1
LUMBERJACK, NO_ACTION, *, WEST       = 11, 29, 12, 1
LUMBERJACK, NO_ACTION, *, NORTH_WEST = 11, 29, 24, 1
LUMBERJACK, NO_ACTION, *, NORTH_EAST = 11, 29, 36, 1
LUMBERJACK, NO_ACTION, *, EAST       = 11, 29, 48, 1
LUMBERJACK, NO_ACTION, *, SOUTH_EAST = 11, 29, 60, 1

LUMBERJACK, ACTION1, NO_MATERIAL, *    = 11, 30,  0, 12

LUMBERJACK, WALKING, TRUNK, SOUTH_WEST = 11, 31,  0, 12
LUMBERJACK, WALKING, TRUNK, WEST       = 11, 31, 12, 12
LUMBERJACK, WALKING, TRUNK, NORTH_WEST = 11, 31, 24, 12
