# this is a map:
# type, action, material, direction = file, sequence index, start, duration
*,*,*,*=10, 0, 0, 1
#BEARER, DROP, GOLDORE, EAST       = 10, 33, 16, 4
#BEARER, DROP, GOLDORE, SOUTH_EAST = 10, 33, 20, 4
#BEARER, DROP, IRONORE, SOUTH_WEST = 10, 34, 0, 4
#BEARER, DROP, IRONORE, WEST       = 10, 34, 4, 4
#BEARER, DROP, IRONORE, NORTH_WEST = 10, 34, 8, 4
#BEARER, DROP, IRONORE, NORTH_EAST = 10, 34, 12, 4
#BEARER, DROP, IRONORE, EAST       = 10, 34, 16, 4
#BEARER, DROP, IRONORE, SOUTH_EAST = 10, 34, 20, 4
# animation by sequence index 32-34 clearly indicates a drop miner and in one direction only
# therefore at the exit from the mine upon successful production
# see MINER, DROP for more info


BRICKLAYER, WALKING, *, SOUTH_WEST = 11, 21,  0, 12
BRICKLAYER, WALKING, *, WEST       = 11, 21, 12, 12
BRICKLAYER, WALKING, *, NORTH_WEST = 11, 21, 24, 12
BRICKLAYER, WALKING, *, NORTH_EAST = 11, 21, 36, 12
BRICKLAYER, WALKING, *, EAST       = 11, 21, 48, 12
BRICKLAYER, WALKING, *, SOUTH_EAST = 11, 21, 60, 12
BRICKLAYER, WALKING, PLANK, SOUTH_WEST = 11, 22,  0, 12
BRICKLAYER, WALKING, PLANK, WEST       = 11, 22, 12, 12
BRICKLAYER, WALKING, PLANK, NORTH_WEST = 11, 22, 24, 12
BRICKLAYER, WALKING, PLANK, NORTH_EAST = 11, 22, 36, 12
BRICKLAYER, WALKING, PLANK, EAST       = 11, 22, 48, 12
BRICKLAYER, WALKING, PLANK, SOUTH_EAST = 11, 22, 60, 12

BRICKLAYER, NO_ACTION, *, SOUTH_WEST = 11, 21,  0, 1
BRICKLAYER, NO_ACTION, *, WEST       = 11, 21, 12, 1
BRICKLAYER, NO_ACTION, *, NORTH_WEST = 11, 21, 24, 1
BRICKLAYER, NO_ACTION, *, NORTH_EAST = 11, 21, 36, 1
BRICKLAYER, NO_ACTION, *, EAST       = 11, 21, 48, 1
BRICKLAYER, NO_ACTION, *, SOUTH_EAST = 11, 21, 60, 1
BRICKLAYER, NO_ACTION, PLANK, SOUTH_WEST = 11, 22,  0, 1
BRICKLAYER, NO_ACTION, PLANK, WEST       = 11, 22, 12, 1
BRICKLAYER, NO_ACTION, PLANK, NORTH_WEST = 11, 22, 24, 1
BRICKLAYER, NO_ACTION, PLANK, NORTH_EAST = 11, 22, 36, 1
BRICKLAYER, NO_ACTION, PLANK, EAST       = 11, 22, 48, 1
BRICKLAYER, NO_ACTION, PLANK, SOUTH_EAST = 11, 22, 60, 1

BRICKLAYER, DROP, *, SOUTH_WEST = 11, 212,  0, 4
BRICKLAYER, DROP, *, WEST       = 11, 213,  0, 4
BRICKLAYER, DROP, *, NORTH_WEST = 11, 214,  0, 4
BRICKLAYER, DROP, *, NORTH_EAST = 11, 215,  0, 4
BRICKLAYER, DROP, *, EAST       = 11, 216,  0, 4
BRICKLAYER, DROP, *, SOUTH_EAST = 11, 217,  0, 4
BRICKLAYER, TAKE, PLANK, SOUTH_WEST = 11, 212,  4, 4
BRICKLAYER, TAKE, PLANK, WEST       = 11, 213,  4, 4
BRICKLAYER, TAKE, PLANK, NORTH_WEST = 11, 214,  4, 4
BRICKLAYER, TAKE, PLANK, NORTH_EAST = 11, 215,  4, 4
BRICKLAYER, TAKE, PLANK, EAST       = 11, 216,  4, 4
BRICKLAYER, TAKE, PLANK, SOUTH_EAST = 11, 217,  4, 4

BRICKLAYER, TAKE, IRON, SOUTH_WEST = 11, 224,  4, 4
BRICKLAYER, TAKE, IRON, WEST       = 11, 225,  4, 4
BRICKLAYER, TAKE, IRON, NORTH_WEST = 11, 226,  4, 4
BRICKLAYER, TAKE, IRON, NORTH_EAST = 11, 227,  4, 4
BRICKLAYER, TAKE, IRON, EAST       = 11, 228,  4, 4
BRICKLAYER, TAKE, IRON, SOUTH_EAST = 11, 229,  4, 4

# alternative:
#BRICKLAYER, ACTION1, *, SOUTH_WEST = 11, 23,  0, 12
#BRICKLAYER, ACTION1, *, WEST       = 11, 23, 12, 12
#BRICKLAYER, ACTION1, *, NORTH_WEST = 11, 23, 24, 12
#BRICKLAYER, ACTION1, *, NORTH_EAST = 11, 23, 36, 12
#BRICKLAYER, ACTION1, *, EAST       = 11, 23, 48, 12
#BRICKLAYER, ACTION1, *, SOUTH_EAST = 11, 23, 60, 12

BRICKLAYER, ACTION1, *, SOUTH_WEST = 11, 218,  0, 12
BRICKLAYER, ACTION1, *, WEST       = 11, 219,  0, 12
BRICKLAYER, ACTION1, *, NORTH_WEST = 11, 220,  0, 12
BRICKLAYER, ACTION1, *, NORTH_EAST = 11, 221,  0, 12
BRICKLAYER, ACTION1, *, EAST       = 11, 222,  0, 12
BRICKLAYER, ACTION1, *, SOUTH_EAST = 11, 223,  0, 12


# TODO: walking
DIGGER, WALKING, *, SOUTH_WEST = 11, 13,  0, 12
DIGGER, WALKING, *, WEST       = 11, 13, 12, 12
DIGGER, WALKING, *, NORTH_WEST = 11, 13, 24, 12
DIGGER, WALKING, *, NORTH_EAST = 11, 13, 36, 12
DIGGER, WALKING, *, EAST       = 11, 13, 48, 12
DIGGER, WALKING, *, SOUTH_EAST = 11, 13, 60, 12
DIGGER, NO_ACTION, *, SOUTH_WEST = 11, 13,  0, 1
DIGGER, NO_ACTION, *, WEST       = 11, 13, 12, 1
DIGGER, NO_ACTION, *, NORTH_WEST = 11, 13, 24, 1
DIGGER, NO_ACTION, *, NORTH_EAST = 11, 13, 36, 1
DIGGER, NO_ACTION, *, EAST       = 11, 13, 48, 1
DIGGER, NO_ACTION, *, SOUTH_EAST = 11, 13, 60, 1
DIGGER, ACTION1, *, SOUTH_WEST = 11, 206,  0, 12
DIGGER, ACTION1, *, WEST       = 11, 207,  0, 12
DIGGER, ACTION1, *, NORTH_WEST = 11, 208,  0, 12
DIGGER, ACTION1, *, NORTH_EAST = 11, 209,  0, 12
DIGGER, ACTION1, *, EAST       = 11, 210,  0, 12
DIGGER, ACTION1, *, SOUTH_EAST = 11, 211,  0, 12


LUMBERJACK, WALKING, *, SOUTH_WEST = 11, 29,  0, 12
LUMBERJACK, WALKING, *, WEST       = 11, 29, 12, 12
LUMBERJACK, WALKING, *, NORTH_WEST = 11, 29, 24, 12
LUMBERJACK, WALKING, *, NORTH_EAST = 11, 29, 36, 12
LUMBERJACK, WALKING, *, EAST       = 11, 29, 48, 12
LUMBERJACK, WALKING, *, SOUTH_EAST = 11, 29, 60, 12
LUMBERJACK, WALKING, TRUNK, SOUTH_WEST = 11, 31,  0, 12
LUMBERJACK, WALKING, TRUNK, WEST       = 11, 31, 12, 12
LUMBERJACK, WALKING, TRUNK, NORTH_WEST = 11, 31, 24, 12
LUMBERJACK, WALKING, TRUNK, NORTH_EAST = 11, 31, 36, 12
LUMBERJACK, WALKING, TRUNK, EAST       = 11, 31, 48, 12
LUMBERJACK, WALKING, TRUNK, SOUTH_EAST = 11, 31, 60, 12

LUMBERJACK, NO_ACTION, *, SOUTH_WEST = 11, 29,  0, 1
LUMBERJACK, NO_ACTION, *, WEST       = 11, 29, 12, 1
LUMBERJACK, NO_ACTION, *, NORTH_WEST = 11, 29, 24, 1
LUMBERJACK, NO_ACTION, *, NORTH_EAST = 11, 29, 36, 1
LUMBERJACK, NO_ACTION, *, EAST       = 11, 29, 48, 1
LUMBERJACK, NO_ACTION, *, SOUTH_EAST = 11, 29, 60, 1
LUMBERJACK, NO_ACTION, TRUNK, SOUTH_WEST = 11, 31,  0, 1
LUMBERJACK, NO_ACTION, TRUNK, WEST       = 11, 31, 12, 1
LUMBERJACK, NO_ACTION, TRUNK, NORTH_WEST = 11, 31, 24, 1
LUMBERJACK, NO_ACTION, TRUNK, NORTH_EAST = 11, 31, 36, 1
LUMBERJACK, NO_ACTION, TRUNK, EAST       = 11, 31, 48, 1
LUMBERJACK, NO_ACTION, TRUNK, SOUTH_EAST = 11, 31, 60, 1

LUMBERJACK, ACTION1, NO_MATERIAL, NORTH_WEST = 11, 30,  0, 12

LUMBERJACK, DROP, TRUNK, SOUTH_WEST = 11, 32, 0, 4
LUMBERJACK, DROP, TRUNK, WEST       = 11, 32, 4, 4
LUMBERJACK, DROP, TRUNK, NORTH_WEST = 11, 32, 8, 4
LUMBERJACK, DROP, TRUNK, NORTH_EAST = 11, 32, 12, 4
LUMBERJACK, DROP, TRUNK, EAST       = 11, 32, 16, 4
LUMBERJACK, DROP, TRUNK, SOUTH_EAST = 11, 32, 20, 4
LUMBERJACK, TAKE, *, SOUTH_WEST = 11, 33, 0, 4
LUMBERJACK, TAKE, *, WEST       = 11, 33, 4, 4
LUMBERJACK, TAKE, *, NORTH_WEST = 11, 33, 8, 4
LUMBERJACK, TAKE, *, NORTH_EAST = 11, 33, 12, 4
LUMBERJACK, TAKE, *, EAST       = 11, 33, 16, 4
LUMBERJACK, TAKE, *, SOUTH_EAST = 11, 33, 20, 4


SAWMILLER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 19,  0, 12
SAWMILLER, WALKING, NO_MATERIAL, WEST       = 11, 19, 12, 12
SAWMILLER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 19, 24, 12
SAWMILLER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 19, 36, 12
SAWMILLER, WALKING, NO_MATERIAL, EAST       = 11, 19, 48, 12
SAWMILLER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 19, 60, 12
SAWMILLER, WALKING, PLANK, SOUTH_WEST = 11, 14,  0, 12
SAWMILLER, WALKING, PLANK, WEST       = 11, 14, 12, 12
SAWMILLER, WALKING, PLANK, NORTH_WEST = 11, 14, 24, 12
SAWMILLER, WALKING, PLANK, NORTH_EAST = 11, 14, 36, 12
SAWMILLER, WALKING, PLANK, EAST       = 11, 14, 48, 12
SAWMILLER, WALKING, PLANK, SOUTH_EAST = 11, 14, 60, 12
SAWMILLER, WALKING, TRUNK, SOUTH_WEST = 11, 16,  0, 12
SAWMILLER, WALKING, TRUNK, WEST       = 11, 16, 12, 12
SAWMILLER, WALKING, TRUNK, NORTH_WEST = 11, 16, 24, 12
SAWMILLER, WALKING, TRUNK, NORTH_EAST = 11, 16, 36, 12
SAWMILLER, WALKING, TRUNK, EAST       = 11, 16, 48, 12
SAWMILLER, WALKING, TRUNK, SOUTH_EAST = 11, 16, 60, 12

SAWMILLER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 19,  0, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, WEST       = 11, 19, 12, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 19, 24, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 19, 36, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, EAST       = 11, 19, 48, 1
SAWMILLER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 19, 60, 1

SAWMILLER, NO_ACTION, PLANK, SOUTH_WEST = 11, 14,  0, 1
SAWMILLER, NO_ACTION, PLANK, WEST       = 11, 14, 12, 1
SAWMILLER, NO_ACTION, PLANK, NORTH_WEST = 11, 14, 24, 1
SAWMILLER, NO_ACTION, PLANK, NORTH_EAST = 11, 14, 36, 1
SAWMILLER, NO_ACTION, PLANK, EAST       = 11, 14, 48, 1
SAWMILLER, NO_ACTION, PLANK, SOUTH_EAST = 11, 14, 60, 1
SAWMILLER, NO_ACTION, TRUNK, SOUTH_WEST = 11, 16,  0, 1
SAWMILLER, NO_ACTION, TRUNK, WEST       = 11, 16, 12, 1
SAWMILLER, NO_ACTION, TRUNK, NORTH_WEST = 11, 16, 24, 1
SAWMILLER, NO_ACTION, TRUNK, NORTH_EAST = 11, 16, 36, 1
SAWMILLER, NO_ACTION, TRUNK, EAST       = 11, 16, 48, 1
SAWMILLER, NO_ACTION, TRUNK, SOUTH_EAST = 11, 16, 60, 1

SAWMILLER, DROP, PLANK, SOUTH_WEST = 11, 15, 0, 4
SAWMILLER, DROP, PLANK, WEST       = 11, 15, 4, 4
SAWMILLER, DROP, PLANK, NORTH_WEST = 11, 15, 8, 4
SAWMILLER, DROP, PLANK, NORTH_EAST = 11, 15, 12, 4
SAWMILLER, DROP, PLANK, EAST       = 11, 15, 16, 4
SAWMILLER, DROP, PLANK, SOUTH_EAST = 11, 15, 20, 4
SAWMILLER, DROP, TRUNK, SOUTH_WEST = 11, 17, 0, 4
SAWMILLER, DROP, TRUNK, WEST       = 11, 17, 4, 4
SAWMILLER, DROP, TRUNK, NORTH_WEST = 11, 17, 8, 4
SAWMILLER, DROP, TRUNK, NORTH_EAST = 11, 17, 12, 4
SAWMILLER, DROP, TRUNK, EAST       = 11, 17, 16, 4
SAWMILLER, DROP, TRUNK, SOUTH_EAST = 11, 17, 20, 4

SAWMILLER, TAKE, *, SOUTH_WEST = 11, 18, 0, 4
SAWMILLER, TAKE, *, WEST       = 11, 18, 4, 4
SAWMILLER, TAKE, *, NORTH_WEST = 11, 18, 8, 4
SAWMILLER, TAKE, *, NORTH_EAST = 11, 18, 12, 4
SAWMILLER, TAKE, *, EAST       = 11, 18, 16, 4
SAWMILLER, TAKE, *, SOUTH_EAST = 11, 18, 20, 4
SAWMILLER, ACTION1, *, * = 11, 20, 0, 10


STONECUTTER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 24,  0, 12
STONECUTTER, WALKING, NO_MATERIAL, WEST       = 11, 24, 12, 12
STONECUTTER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 24, 24, 12
STONECUTTER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 24, 36, 12
STONECUTTER, WALKING, NO_MATERIAL, EAST       = 11, 24, 48, 12
STONECUTTER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 24, 60, 12

STONECUTTER, WALKING, STONE, SOUTH_WEST = 11, 26,  0, 12
STONECUTTER, WALKING, STONE, WEST       = 11, 26, 12, 12
STONECUTTER, WALKING, STONE, NORTH_WEST = 11, 26, 24, 12
STONECUTTER, WALKING, STONE, NORTH_EAST = 11, 26, 36, 12
STONECUTTER, WALKING, STONE, EAST       = 11, 26, 48, 12
STONECUTTER, WALKING, STONE, SOUTH_EAST = 11, 26, 60, 12

STONECUTTER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 24,  0, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, WEST       = 11, 24, 12, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 24, 24, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 24, 36, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, EAST       = 11, 24, 48, 1
STONECUTTER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 24, 60, 1

STONECUTTER, NO_ACTION, STONE, SOUTH_WEST = 11, 26,  0, 1
STONECUTTER, NO_ACTION, STONE, WEST       = 11, 26, 12, 1
STONECUTTER, NO_ACTION, STONE, NORTH_WEST = 11, 26, 24, 1
STONECUTTER, NO_ACTION, STONE, NORTH_EAST = 11, 26, 36, 1
STONECUTTER, NO_ACTION, STONE, EAST       = 11, 26, 48, 1
STONECUTTER, NO_ACTION, STONE, SOUTH_EAST = 11, 26, 60, 1

STONECUTTER, TAKE, *, SOUTH_WEST = 11, 28, 0, 4
STONECUTTER, TAKE, *, WEST       = 11, 28, 4, 4
STONECUTTER, TAKE, *, NORTH_WEST = 11, 28, 8, 4
STONECUTTER, TAKE, *, NORTH_EAST = 11, 28, 12, 4
STONECUTTER, TAKE, *, EAST       = 11, 28, 16, 4
STONECUTTER, TAKE, *, SOUTH_EAST = 11, 28, 20, 4

STONECUTTER, ACTION1, *, SOUTH_WEST = 11, 25, 0, 12
STONECUTTER, ACTION1, *, WEST       = 11, 25, 12, 12
STONECUTTER, ACTION1, *, NORTH_WEST = 11, 25, 36, 12

STONECUTTER, DROP, STONE, SOUTH_WEST = 11, 27, 0, 4
STONECUTTER, DROP, STONE, WEST       = 11, 27, 4, 4
STONECUTTER, DROP, STONE, NORTH_WEST = 11, 27, 8, 4
STONECUTTER, DROP, STONE, NORTH_EAST = 11, 27, 12, 4
STONECUTTER, DROP, STONE, EAST       = 11, 27, 16, 4
STONECUTTER, DROP, STONE, SOUTH_EAST = 11, 27, 20, 4

FORESTER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 34,  0, 12
FORESTER, WALKING, NO_MATERIAL, WEST       = 11, 34, 12, 12
FORESTER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 34, 24, 12
FORESTER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 34, 36, 12
FORESTER, WALKING, NO_MATERIAL, EAST       = 11, 34, 48, 12
FORESTER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 34, 60, 12

FORESTER, WALKING, TREE, SOUTH_WEST = 11, 35,  0, 12
FORESTER, WALKING, TREE, WEST       = 11, 35, 12, 12
FORESTER, WALKING, TREE, NORTH_WEST = 11, 35, 24, 12
FORESTER, WALKING, TREE, NORTH_EAST = 11, 35, 36, 12
FORESTER, WALKING, TREE, EAST       = 11, 35, 48, 12
FORESTER, WALKING, TREE, SOUTH_EAST = 11, 35, 60, 12

FORESTER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 34,  0, 1
FORESTER, NO_ACTION, NO_MATERIAL, WEST       = 11, 34, 12, 1
FORESTER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 34, 24, 1
FORESTER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 34, 36, 1
FORESTER, NO_ACTION, NO_MATERIAL, EAST       = 11, 34, 48, 1
FORESTER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 34, 60, 1

FORESTER, NO_ACTION, TRUNK, SOUTH_WEST = 11, 35,  0, 1
FORESTER, NO_ACTION, TRUNK, WEST       = 11, 35, 12, 1
FORESTER, NO_ACTION, TRUNK, NORTH_WEST = 11, 35, 24, 1
FORESTER, NO_ACTION, TRUNK, NORTH_EAST = 11, 35, 36, 1
FORESTER, NO_ACTION, TRUNK, EAST       = 11, 35, 48, 1
FORESTER, NO_ACTION, TRUNK, SOUTH_EAST = 11, 35, 60, 1

FORESTER, ACTION1, *, SOUTH_WEST = 11, 36, 0, 28
FORESTER, ACTION1, *, WEST       = 11, 36, 0, 28
FORESTER, ACTION1, *, NORTH_WEST = 11, 36, 0, 28
FORESTER, ACTION1, *, SOUTH_EAST = 11, 36, 28, 28
FORESTER, ACTION1, *, EAST       = 11, 36, 28, 28
FORESTER, ACTION1, *, NORTH_EAST = 11, 36, 28, 28

#farmer
FARMER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 90,  0, 12
FARMER, WALKING, NO_MATERIAL, WEST       = 11, 90, 12, 12
FARMER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 90, 24, 12
FARMER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 90, 36, 12
FARMER, WALKING, NO_MATERIAL, EAST       = 11, 90, 48, 12
FARMER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 90, 60, 12

FARMER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 90,  0, 1
FARMER, NO_ACTION, NO_MATERIAL, WEST       = 11, 90, 12, 1
FARMER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 90, 24, 1
FARMER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 90, 36, 1
FARMER, NO_ACTION, NO_MATERIAL, EAST       = 11, 90, 48, 1
FARMER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 90, 60, 1

FARMER, WALKING, CROP, SOUTH_WEST = 11, 87,  0, 12
FARMER, WALKING, CROP, WEST       = 11, 87, 12, 12
FARMER, WALKING, CROP, NORTH_WEST = 11, 87, 24, 12
FARMER, WALKING, CROP, NORTH_EAST = 11, 87, 36, 12
FARMER, WALKING, CROP, EAST       = 11, 87, 48, 12
FARMER, WALKING, CROP, SOUTH_EAST = 11, 87, 60, 12

FARMER, NO_ACTION, CROP, SOUTH_WEST = 11, 87,  0, 1
FARMER, NO_ACTION, CROP, WEST       = 11, 87, 12, 1
FARMER, NO_ACTION, CROP, NORTH_WEST = 11, 87, 24, 1
FARMER, NO_ACTION, CROP, NORTH_EAST = 11, 87, 36, 1
FARMER, NO_ACTION, CROP, EAST       = 11, 87, 48, 1
FARMER, NO_ACTION, CROP, SOUTH_EAST = 11, 87, 60, 1

FARMER, WALKING, PLANT, SOUTH_WEST = 11, 93,  0, 12
FARMER, WALKING, PLANT, WEST       = 11, 93, 12, 12
FARMER, WALKING, PLANT, NORTH_WEST = 11, 93, 24, 12
FARMER, WALKING, PLANT, NORTH_EAST = 11, 93, 36, 12
FARMER, WALKING, PLANT, EAST       = 11, 93, 48, 12
FARMER, WALKING, PLANT, SOUTH_EAST = 11, 93, 60, 12

FARMER, NO_ACTION, PLANT, SOUTH_WEST = 11, 93,  0, 1
FARMER, NO_ACTION, PLANT, WEST       = 11, 93, 12, 1
FARMER, NO_ACTION, PLANT, NORTH_WEST = 11, 93, 24, 1
FARMER, NO_ACTION, PLANT, NORTH_EAST = 11, 93, 36, 1
FARMER, NO_ACTION, PLANT, EAST       = 11, 93, 48, 1
FARMER, NO_ACTION, PLANT, SOUTH_EAST = 11, 93, 60, 1

FARMER, WALKING, SCYTHE, SOUTH_WEST = 11, 98,  0, 12
FARMER, WALKING, SCYTHE, WEST       = 11, 98, 12, 12
FARMER, WALKING, SCYTHE, NORTH_WEST = 11, 98, 24, 12
FARMER, WALKING, SCYTHE, NORTH_EAST = 11, 98, 36, 12
FARMER, WALKING, SCYTHE, EAST       = 11, 98, 48, 12
FARMER, WALKING, SCYTHE, SOUTH_EAST = 11, 98, 60, 12

FARMER, NO_ACTION, SCYTHE, SOUTH_WEST = 11, 98,  0, 1
FARMER, NO_ACTION, SCYTHE, WEST       = 11, 98, 12, 1
FARMER, NO_ACTION, SCYTHE, NORTH_WEST = 11, 98, 24, 1
FARMER, NO_ACTION, SCYTHE, NORTH_EAST = 11, 98, 36, 1
FARMER, NO_ACTION, SCYTHE, EAST       = 11, 98, 48, 1
FARMER, NO_ACTION, SCYTHE, SOUTH_EAST = 11, 98, 60, 1

FARMER, TAKE, CROP, NORTH_WEST = 11, 88, 0, 4
FARMER, TAKE, CROP, NORTH_EAST = 11, 89, 0, 4


# cut
FARMER, ACTION1, *, SOUTH_WEST = 11, 99,  0, 12
FARMER, ACTION1, *, WEST       = 11, 99, 12, 12
FARMER, ACTION1, *, NORTH_WEST = 11, 99, 24, 12
FARMER, ACTION1, *, NORTH_EAST = 11, 99, 36, 12

FARMER, ACTION2, *, SOUTH_WEST = 11, 94, 0, 12
FARMER, ACTION2, *, NORTH_WEST = 11, 95, 0, 12
FARMER, ACTION2, *, NORTH_EAST = 11, 96, 0, 12
FARMER, ACTION2, *, SOUTH_EAST = 11, 97, 0, 12

MILLER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 69,  0, 12
MILLER, WALKING, NO_MATERIAL, WEST       = 11, 69, 12, 12
MILLER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 69, 24, 12
MILLER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 69, 36, 12
MILLER, WALKING, NO_MATERIAL, EAST       = 11, 69, 48, 12
MILLER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 69, 60, 12

MILLER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 69,  0, 1
MILLER, NO_ACTION, NO_MATERIAL, WEST       = 11, 69, 12, 1
MILLER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 69, 24, 1
MILLER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 69, 36, 1
MILLER, NO_ACTION, NO_MATERIAL, EAST       = 11, 69, 48, 1
MILLER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 69, 60, 1

MILLER, WALKING, CROP, SOUTH_WEST = 11, 74,  0, 12
MILLER, WALKING, CROP, WEST       = 11, 74, 12, 12
MILLER, WALKING, CROP, NORTH_WEST = 11, 74, 24, 12
MILLER, WALKING, CROP, NORTH_EAST = 11, 74, 36, 12
MILLER, WALKING, CROP, EAST       = 11, 74, 48, 12
MILLER, WALKING, CROP, SOUTH_EAST = 11, 74, 60, 12

MILLER, NO_ACTION, CROP, SOUTH_WEST = 11, 74,  0, 1
MILLER, NO_ACTION, CROP, WEST       = 11, 74, 12, 1
MILLER, NO_ACTION, CROP, NORTH_WEST = 11, 74, 24, 1
MILLER, NO_ACTION, CROP, NORTH_EAST = 11, 74, 36, 1
MILLER, NO_ACTION, CROP, EAST       = 11, 74, 48, 1
MILLER, NO_ACTION, CROP, SOUTH_EAST = 11, 74, 60, 1

MILLER, WALKING, FLOUR, SOUTH_WEST = 11, 75,  0, 12
MILLER, WALKING, FLOUR, WEST       = 11, 75, 12, 12
MILLER, WALKING, FLOUR, NORTH_WEST = 11, 75, 24, 12
MILLER, WALKING, FLOUR, NORTH_EAST = 11, 75, 36, 12
MILLER, WALKING, FLOUR, EAST       = 11, 75, 48, 12
MILLER, WALKING, FLOUR, SOUTH_EAST = 11, 75, 60, 12

MILLER, NO_ACTION, FLOUR, SOUTH_WEST = 11, 75,  0, 1
MILLER, NO_ACTION, FLOUR, WEST       = 11, 75, 12, 1
MILLER, NO_ACTION, FLOUR, NORTH_WEST = 11, 75, 24, 1
MILLER, NO_ACTION, FLOUR, NORTH_EAST = 11, 75, 36, 1
MILLER, NO_ACTION, FLOUR, EAST       = 11, 75, 48, 1
MILLER, NO_ACTION, FLOUR, SOUTH_EAST = 11, 75, 60, 1

MILLER, TAKE, CROP, NORTH_WEST = 11, 72, 0, 4
MILLER, TAKE, CROP, NORTH_EAST = 11, 73, 0, 4

MILLER, DROP, FLOUR, NORTH_WEST = 11, 76, 0, 4
MILLER, DROP, FLOUR, NORTH_EAST = 11, 77, 0, 4

SLAUGHTERER, WALKING, NO_MATERIAL, SOUTH_WEST = 11, 78,  0, 12
SLAUGHTERER, WALKING, NO_MATERIAL, WEST       = 11, 78, 12, 12
SLAUGHTERER, WALKING, NO_MATERIAL, NORTH_WEST = 11, 78, 24, 12
SLAUGHTERER, WALKING, NO_MATERIAL, NORTH_EAST = 11, 78, 36, 12
SLAUGHTERER, WALKING, NO_MATERIAL, EAST       = 11, 78, 48, 12
SLAUGHTERER, WALKING, NO_MATERIAL, SOUTH_EAST = 11, 78, 60, 12

SLAUGHTERER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 11, 78,  0, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, WEST       = 11, 78, 12, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 11, 78, 24, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 11, 78, 36, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, EAST       = 11, 78, 48, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 11, 78, 60, 1

SLAUGHTERER, WALKING, MEAT, SOUTH_WEST = 11, 81,  0, 12
SLAUGHTERER, WALKING, MEAT, WEST       = 11, 81, 12, 12
SLAUGHTERER, WALKING, MEAT, NORTH_WEST = 11, 81, 24, 12
SLAUGHTERER, WALKING, MEAT, NORTH_EAST = 11, 81, 36, 12
SLAUGHTERER, WALKING, MEAT, EAST       = 11, 81, 48, 12
SLAUGHTERER, WALKING, MEAT, SOUTH_EAST = 11, 81, 60, 12

